"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"2:58:22.0120856","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.0121328","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.0121499","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:22.0121668","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.0121881","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.0122053","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:22.0122249","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571011274558","SUCCESS",""
"2:58:22.0127055","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.0127247","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.0185539","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.0185733","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.0185904","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:22.0186112","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.0186274","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.0186431","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:22.0186626","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571011364913","SUCCESS",""
"2:58:22.0188931","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.0189097","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.1034362","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.1034654","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.1034840","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:22.1035087","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.1035279","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:22.1035460","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:22.1035616","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:22.1035767","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:22.1035953","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:22.1036192","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.1036395","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.1036563","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:22.1036773","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.1036920","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571021097777","NAME NOT FOUND","Length: 12"
"2:58:22.1037146","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571021097777","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:22.1039946","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.8318228","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.8318439","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.8318621","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:22.8318792","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.8318910","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.8319018","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:22.8319159","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571021097777","SUCCESS",""
"2:58:22.8321932","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.8322368","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.9478371","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.9478700","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.9478943","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:22.9479219","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.9479437","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:22.9479642","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:22.9479810","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:22.9479980","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:22.9480188","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:22.9480423","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.9480631","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.9480827","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:22.9481111","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.9481338","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571029542043","NAME NOT FOUND","Length: 12"
"2:58:22.9481788","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571029542043","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:22.9484343","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:22.9773537","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.9773738","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.9773859","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:22.9774041","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.9774372","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:22.9774842","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:22.9775047","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:22.9775198","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:22.9775378","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:22.9775587","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:22.9775795","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:22.9775942","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:22.9776179","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:22.9776322","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571029833704","NAME NOT FOUND","Length: 12"
"2:58:22.9776558","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571029833704","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:22.9779321","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.0179967","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.0180176","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.0180306","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:23.0180497","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.0180624","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.0180747","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:23.0180840","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.0180933","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:23.0181052","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:23.0181168","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.0181271","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.0181368","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:23.0181498","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.0181597","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571030236829","NAME NOT FOUND","Length: 12"
"2:58:23.0181732","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571030236829","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:23.0184272","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.0282008","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.0283517","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.0283718","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:23.0283928","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.0284060","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.0284188","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:23.0284286","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.0284379","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:23.0284501","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:23.0284633","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.0284739","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.0284838","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:23.0284967","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.0285063","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571030343811","NAME NOT FOUND","Length: 12"
"2:58:23.0285212","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571030343811","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:23.0287870","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.8164328","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.8164520","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.8164645","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:23.8164824","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.8164958","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.8165335","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:23.8165500","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.8165649","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:23.8165831","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:23.8166018","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.8166201","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.8166432","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:23.8166646","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.8166766","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571038233283","NAME NOT FOUND","Length: 12"
"2:58:23.8167043","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571038233283","SUCCESS","Type: REG_SZ, Length: 236, Data: ExecQueryAsync: select __RELPATH, ProcessID, Name, ParentProcessID, ExecutablePath, WorkingSetSize from Win32_Process"
"2:58:23.8169766","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.8383609","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.8384402","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.8385327","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read/Write, Delete"
"2:58:23.8386390","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.8387293","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.8388273","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\PerfLibInterval_ms","SUCCESS","Type: REG_DWORD, Length: 4, Data: 100"
"2:58:23.8389063","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsToCleanupTraces","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"2:58:23.8389792","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\IsTrackingOperationOnly","NAME NOT FOUND","Length: 16"
"2:58:23.8390613","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers","SUCCESS",""
"2:58:23.8391407","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.8392413","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.8393538","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:23.8394587","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.8395488","wmiprvse.exe","9452","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571038437284","NAME NOT FOUND","Length: 12"
"2:58:23.8396589","wmiprvse.exe","9452","RegSetValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571038437284","SUCCESS","Type: REG_SZ, Length: 78, Data: CreateInstanceEnumAsync: Win32_Process"
"2:58:23.8399894","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.8408280","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.8408496","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.8408690","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:23.8409133","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.8409493","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.8409704","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:23.8409976","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571029542043","SUCCESS",""
"2:58:23.8412455","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.8412838","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.9502728","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:23.9503489","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.9503711","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"2:58:23.9504319","wmiprvse.exe","9452","RegCloseKey","HKLM","SUCCESS",""
"2:58:23.9504980","wmiprvse.exe","9452","RegQueryKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:23.9505171","wmiprvse.exe","9452","RegOpenKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Set Value"
"2:58:23.9505600","wmiprvse.exe","9452","RegDeleteValue","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2\134194571029833704","SUCCESS",""
"2:58:23.9508350","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:23.9508588","wmiprvse.exe","9452","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS",""
"2:58:24.0365652","wmiprvse.exe","9452","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"2:58:24.0365838","wmiprvse.exe","9452","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"2:58:24.0366027","wmiprvse.exe","9452","RegOpenKey","HKLM\Software\Microsoft\WBEM\Tracing\Providers\CIMWin32 @ root/CIMV2","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
